add_these_pw_job_title_9089,agent_city,agent_firm_name,agent_state,application_type,case_no,case_number,case_received_date,case_status,class_of_admission,country_of_citizenship,country_of_citzenship,decision_date,employer_address_1,employer_address_2,employer_city,employer_country,employer_decl_info_title,employer_name,employer_num_employees,employer_phone,employer_phone_ext,employer_postal_code,employer_state,employer_yr_estab,foreign_worker_info_alt_edu_experience,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education,foreign_worker_info_education_other,foreign_worker_info_inst,foreign_worker_info_major,foreign_worker_info_postal_code,foreign_worker_info_rel_occup_exp,foreign_worker_info_req_experience,foreign_worker_info_state,foreign_worker_info_training_comp,foreign_worker_ownership_interest,foreign_worker_yr_rel_edu_completed,fw_info_alt_edu_experience,fw_info_birth_country,fw_info_education_other,fw_info_postal_code,fw_info_rel_occup_exp,fw_info_req_experience,fw_info_training_comp,fw_info_yr_rel_edu_completed,fw_ownership_interest,ji_foreign_worker_live_on_premises,ji_fw_live_on_premises,ji_live_in_dom_svc_contract,ji_live_in_domestic_service,ji_offered_to_sec_j_foreign_worker,ji_offered_to_sec_j_fw,job_info_alt_cmb_ed_oth_yrs,job_info_alt_combo_ed,job_info_alt_combo_ed_exp,job_info_alt_combo_ed_other,job_info_alt_field,job_info_alt_field_name,job_info_alt_occ,job_info_alt_occ_job_title,job_info_alt_occ_num_months,job_info_combo_occupation,job_info_education,job_info_education_other,job_info_experience,job_info_experience_num_months,job_info_foreign_ed,job_info_foreign_lang_req,job_info_job_req_normal,job_info_job_title,job_info_major,job_info_training,job_info_training_field,job_info_training_num_months,job_info_work_city,job_info_work_postal_code,job_info_work_state,naics_2007_us_code,naics_2007_us_title,naics_code,naics_title,naics_us_code,naics_us_code_2007,naics_us_title,naics_us_title_2007,orig_case_no,orig_file_date,preparer_info_emp_completed,preparer_info_title,pw_amount_9089,pw_determ_date,pw_expire_date,pw_job_title_908,pw_job_title_9089,pw_level_9089,pw_soc_code,pw_soc_title,pw_source_name_9089,pw_source_name_other_9089,pw_track_num,pw_unit_of_pay_9089,rec_info_barg_rep_notified,recr_info_barg_rep_notified,recr_info_coll_teach_comp_proc,recr_info_coll_univ_teacher,recr_info_employer_rec_payment,recr_info_first_ad_start,recr_info_job_fair_from,recr_info_job_fair_to,recr_info_on_campus_recr_from,recr_info_on_campus_recr_to,recr_info_pro_org_advert_from,recr_info_pro_org_advert_to,recr_info_prof_org_advert_from,recr_info_prof_org_advert_to,recr_info_professional_occ,recr_info_radio_tv_ad_from,recr_info_radio_tv_ad_to,recr_info_second_ad_start,recr_info_sunday_newspaper,recr_info_swa_job_order_end,recr_info_swa_job_order_start,refile,ri_1st_ad_newspaper_name,ri_2nd_ad_newspaper_name,ri_2nd_ad_newspaper_or_journal,ri_campus_placement_from,ri_campus_placement_to,ri_coll_tch_basic_process,ri_coll_teach_pro_jnl,ri_coll_teach_select_date,ri_employee_referral_prog_from,ri_employee_referral_prog_to,ri_employer_web_post_from,ri_employer_web_post_to,ri_job_search_website_from,ri_job_search_website_to,ri_layoff_in_past_six_months,ri_local_ethnic_paper_from,ri_local_ethnic_paper_to,ri_posted_notice_at_worksite,ri_pvt_employment_firm_from,ri_pvt_employment_firm_to,ri_us_workers_considered,schd_a_sheepherder,us_economic_sector,wage_offer_from_9089,wage_offer_to_9089,wage_offer_unit_of_pay_9089,wage_offered_from_9089,wage_offered_to_9089,wage_offered_unit_of_pay_9089
,FREMONT,,CALIFORNIA,,,A-10221-12747,8/9/2010,Denied,H-1B,INDIA,,9/16/2015,46500 FREMONT BLVD.,SUITE 708,FREMONT,UNITED STATES OF AMERICA,PRESIDENT,DGN TECHNOLOGIES INC.,310,510-252-0346,,94538,CALIFORNIA,2003,Y,INDIA,VALENCIA,Bachelor's,,BHARITYA VIDYA BHAVAN,BUSINESS ADMINISTRATION,91355,A,Y,CALIFORNIA,A,N,1992,,,,,,,,,,N,,,N,Y,,3,Other,Y,combination of education and or experience is acceptable to meet bachelors requirement,N,,N,,,N,Bachelor's,,N,,Y,N,Y,programmer analyst,any field of study,N,,,FREMONT,94538,CALIFORNIA,,,541511,Custom Computer Programming Services,,,,,,,N,AGENT,"72,758.00",7/12/2010,7/1/2011,,computer systems analyst,Level I,15-1031.00,"Computer Software Engineers, Applications",OES,,p10010161139760,Year,A,,,N,N,2/28/2010,,,,,,,,,Y,,,3/7/2010,Y,3/28/2010,2/25/2010,N,SAN FRANCISCO CHRONICLE,SAN FRANCISCO CHRONICLE,Y,,,,,,3/1/2010,4/1/2010,3/1/2010,4/1/2010,2/28/2010,3/28/2010,N,,,Y,,,,N,,"72,758.00",,Year,,,
,Santa Monica,"Greenberg Traurig, LLP",CALIFORNIA,,,A-10229-14178,9/17/2010,Denied,H-1B,TAIWAN,,6/25/2015,ONE CVS DRIVE,,WOONSOCKET,UNITED STATES OF AMERICA,"Manager, Professional and College Relations","CVS RX SERVICES, INC",215000,401-765-1500,,2895,RHODE ISLAND,1963,A,TAIWAN,PLANTATION,Doctorate,,NOVA SOUTHEASTERN UNIVERSITY,PHARMACY,33324,A,A,FLORIDA,A,N,2007,,,,,,,,,,N,,,N,Y,,,,N,,N,,N,,,N,Bachelor's,,N,,Y,N,Y,Pharmacist,Pharmacy,N,,,Dania,33004,FLORIDA,,,446110,Pharmacies and Drug Stores,,,,,,,N,Attorney,39.57,9/1/2010,7/2/2011,,Pharmacist,Level I,29-1051.00,Pharmacists,OES,,P10010228507454,Hour,A,,,N,N,4/11/2010,,,6/1/2010,7/1/2010,6/1/2010,6/1/2010,,,Y,,,5/2/2010,Y,5/6/2010,4/1/2010,N,South Florida Sun Sentinal,South Florida Sun Sentinal,Y,3/25/2010,7/1/2010,,,,6/1/2010,7/1/2010,6/1/2010,7/1/2010,,,N,,,Y,,,,N,,55.37,,Hour,,,
,LONG ISLAND CITY,"LEGAL OFFICE OF VICTOR M PIZARRO, PC",NEW YORK,,,A-10256-18927,9/13/2010,Denied,EWI,GUATEMALA,,4/14/2015,457 MAIN ST,,HIGHLAND FALLS,UNITED STATES OF AMERICA,PRESIDENT,"SCHADE'S DELI-RESTAURANT, INC",26,845-446-2626,,10928,NEW YORK,1978,A,GUATEMALA,HIGHLAND FALLS,None,,,,10928,A,Y,NEW YORK,A,N,,,,,,,,,,,N,,,N,Y,,,,N,,N,,N,,,N,None,,Y,6,N,N,Y,"COOK, RESTAURANT",,N,,,HIGHLAND FALLS,10928,NEW YORK,,,72211,Full-Service Restaurants,,,,,,,N,SECRETARY,"25,397.00",6/16/2010,9/14/2010,,"COOK, RESTAURANT",Level II,35-2014.00,"Cooks, Restaurant",OES,,P10010131006820,Year,A,,,N,N,7/18/2010,,,,,,,,,N,,,7/25/2010,Y,8/11/2010,7/12/2010,N,MIDDLETOWN TIMES HERALD RECORD,MIDDLETOWN TIMES HERALD RECORD,Y,,,,,,,,,,,,N,,,Y,,,,N,,"25,397.00","25,397.00",Year,,,
,San Francisco,Simmons & Ungar LLP,CALIFORNIA,,,A-10295-27064,10/26/2010,Denied,H-1B,INDIA,,10/15/2014,"6100 TENNYSON PKWY, SUITE 200",,PLANO,UNITED STATES OF AMERICA,Associate Lead - Global Immigration,INFOSYS TECHNOLOGIES LIMITED,91000,(469) 229-9489,,75024,TEXAS,1981,A,INDIA,PLANO,Master's,,TEXAS A&M UNIVERSITY,INDUSTRIAL ENGINEERING,75093,Y,Y,TEXAS,A,N,2004,,,,,,,,,,N,,,N,Y,,,,N,,Y,"Math, Business, Commerce or related field",Y,"Project Manager, Software Engineer, Programmer/Analyst, IT Consultant/Professional, Systems Engineer",60,N,Bachelor's,,Y,60,Y,N,Y,Senior Systems Analyst,"Computer Science, Engineering field",N,,,Fremont,94555,CALIFORNIA,,,541511,Custom Computer Programming Services,,,,,,,N,Partner,"85,550.00",7/15/2009,7/1/2010,,Computer Systems Analysts,Level III,15-1051.00,Computer Systems Analysts,OES,,,Year,A,,,N,N,5/9/2010,,,,,5/24/2010,5/24/2010,,,Y,,,5/16/2010,Y,6/4/2010,5/3/2010,N,San Francisco Chronicle,San Francisco Chronicle,Y,,,,,,9/15/2010,9/27/2010,,,5/9/2010,5/24/2010,N,,,Y,,,,N,,"85,550.00","100,000.00",Year,,,
,FREMONT,,CALIFORNIA,,,A-11007-44545,1/7/2011,Denied,H-1B,INDIA,,9/16/2015,46500 FREMONT BLVD.,SUITE 708,FREMONT,UNITED STATES OF AMERICA,president,DGN TECHNOLOGIES INC.,310,510-252-0346,,94538,CALIFORNIA,2003,A,INDIA,SUNNYVALE,Master's,,OSMANIA UNIVERSITY,COMPUTER SCIENCE,94089,A,Y,CALIFORNIA,A,N,2001,,,,,,,,,,N,,,N,Y,,,,N,,Y,"engineering, math, business administration or related",N,,,N,Bachelor's,,N,,Y,N,N,computer and information systems manager,computer science,N,,,FREMONT,94538,CALIFORNIA,,,541511,Custom Computer Programming Services,,,,,,,N,agent,"113,090.00",7/12/2010,7/10/2011,,computer and information systems manager,Level II,11-3021.00,Computer and Information Systems Managers,OES,,p10010161761950,Year,A,,,N,N,10/10/2010,,,,,,,,,Y,,,10/17/2010,Y,11/12/2010,10/13/2010,N,SAN FRANCISCO CHRONICLE,SAN FRANCISCO CHRONICLE,Y,,,,,,10/1/2010,11/1/2010,10/1/2010,11/1/2010,10/10/2010,11/9/2010,N,,,Y,,,,N,,"113,090.00",,Year,,,
,Richmond,"McCandlish Holton, PC",VIRGINIA,,,A-11010-44944,4/13/2011,Denied,,PHILIPPINES,,5/15/2015,65 COURT STREET,ROOM 506B,BROOKLYN,UNITED STATES OF AMERICA,Deputy Executive Director,NEW YORK CITY DEPARTMENT OF EDUCATION,135000,718 935-4499,,11201,NEW YORK,1800,A,PHILIPPINES,BRONX,Master's,,ISABELA STATE UNIVERSITY,TEACHING,10462,A,A,NEW YORK,A,N,2002,,,,,,,,,,N,,,N,Y,,,,N,,Y,"Biology, Science, or related field",N,,,N,Other,Bachelor's Degree or combination of edu equivalent to a Bachelor's,N,,Y,N,Y,Biology Teacher,Education,N,,,Bronx,11201,NEW YORK,,,611110,Elementary and Secondary Schools,,,,,,,N,Esquire,"45,530.00",12/29/2010,6/30/2011,,Biology Teacher,Level I,25-2031.00,"Secondary School Teachers, Except Special and Vocational Education",CBA,,P10010341548420,Year,Y,,,N,N,12/5/2010,,,,,,,,,Y,,,12/12/2010,Y,1/6/2011,12/7/2010,N,The New York Times,The New York Times,Y,12/17/2010,12/17/2010,,,,,,,,12/29/2010,1/12/2011,N,12/9/2010,12/15/2010,A,,,,N,,"45,530.00",,Year,,,
,San Francisco,Simmons & Ungar LLP,CALIFORNIA,,,A-10302-28761,10/29/2010,Denied,H-1B,INDIA,,3/20/2015,"6100 TENNYSON PKWY, SUITE 200",,PLANO,UNITED STATES OF AMERICA,Associate Lead - Global Immigration,INFOSYS TECHNOLOGIES LIMITED,91000,(469) 229-9489,,75024,TEXAS,1981,A,INDIA,PLANO,Bachelor's,,CRESCENT ENGINEERING COLLEGE,COMPUTER SCIENCE & ENGINEERING,75024,Y,Y,TEXAS,A,N,2003,,,,,,,,,,N,,,N,Y,,2,Other,Y,Will accept 3 year post-secondary degree/program & 2 yrs of experience,Y,"Math, Business, Commerce or related field",Y,"Project Manager, Software Engineer, Programmer/Analyst, IT Consultant/Professional, Systems Engineer",24,N,Bachelor's,,Y,24,Y,N,Y,Systems Analyst,"Computer Science, Engineering field",N,,,Fremont,94555,CALIFORNIA,,,541511,Custom Computer Programming Services,,,,,,,N,Partner,"69,160.00",7/15/2009,7/1/2010,,Computer Systems Analysts,Level II,15-1051.00,Computer Systems Analysts,OES,,,Year,A,,,N,N,5/9/2010,,,,,5/24/2010,5/24/2010,,,Y,,,5/16/2010,Y,6/4/2010,5/3/2010,N,San Francisco Chronicle,San Francisco Chronicle,Y,,,,,,9/15/2010,9/27/2010,,,5/9/2010,5/24/2010,N,,,Y,,,,N,,"69,160.00","90,000.00",Year,,,
,San Francisco,Simmons & Ungar LLP,CALIFORNIA,,,A-10302-28805,10/29/2010,Denied,H-1B,INDIA,,10/14/2014,"6100 TENNYSON PKWY, SUITE 200",,PLANO,UNITED STATES OF AMERICA,Associate Lead - Global Immigration,INFOSYS TECHNOLOGIES LIMITED,91000,(469) 229-9489,,75024,TEXAS,1981,Y,INDIA,CERRITOS,Master's,,UNIVERSITY OF MADRAS,ENGLISH,90703,Y,Y,CALIFORNIA,A,N,1997,,,,,,,,,,N,,,N,Y,,2,Other,Y,Will accept 3 year post-secondary degree/program & 2 yrs of experience,Y,"Math, Business, Commerce or related field",Y,"Project Manager, Software Engineer, Programmer/Analyst, IT Consultant/Professional, Systems Engineer",24,N,Bachelor's,,Y,24,Y,N,Y,Systems Analyst,"Computer Science, Engineering field",N,,,Fremont,94555,CALIFORNIA,,,541511,Custom Computer Programming Services,,,,,,,N,Partner,"69,160.00",7/15/2009,7/1/2010,,Computer Systems Analysts,Level II,15-1051.00,Computer Systems Analysts,OES,,,Year,A,,,N,N,5/9/2010,,,,,5/24/2010,5/24/2010,,,Y,,,5/16/2010,Y,6/4/2010,5/3/2010,N,San Francisco Chronicle,San Francisco Chronicle,Y,,,,,,9/15/2010,9/27/2010,,,5/9/2010,5/24/2010,N,,,Y,,,,N,,"69,160.00","90,000.00",Year,,,
,San Francisco,Simmons & Ungar LLP,CALIFORNIA,,,A-10302-28827,10/29/2010,Denied,H-1B,INDIA,,4/21/2015,"6100 TENNYSON PKWY, SUITE 200",,PLANO,UNITED STATES OF AMERICA,Associate Lead - Global Immigration,INFOSYS TECHNOLOGIES LIMITED,91000,(469) 229-9489,,75024,TEXAS,1981,A,INDIA,TORRANCE,Bachelor's,,MADRAS INSTITUTE OF TECHNOLOGY - ANNA UNIVERSITY,INSTRUMENTATION ENGINEERING,90505,Y,Y,CALIFORNIA,A,N,2003,,,,,,,,,,N,,,N,Y,,2,Other,Y,Will accept 3 year post-secondary degree/program & 2 yrs of experience,Y,"Math, Business, Commerce or related field",Y,"Project Manager, Software Engineer, Programmer/Analyst, IT Consultant/Professional, Systems Engineer",24,N,Bachelor's,,Y,24,Y,N,Y,Systems Analyst,"Computer Science, Engineering field",N,,,Fremont,94555,CALIFORNIA,,,541511,Custom Computer Programming Services,,,,,,,N,Partner,"69,160.00",7/15/2009,7/1/2010,,Computer Systems Analysts,Level II,15-1051.00,Computer Systems Analysts,OES,,,Year,A,,,N,N,5/9/2010,,,,,5/24/2010,5/24/2010,,,Y,,,5/16/2010,Y,6/4/2010,5/3/2010,N,San Francisco Chronicle,San Francisco Chronicle,Y,,,,,,9/15/2010,9/27/2010,,,5/9/2010,5/24/2010,N,,,Y,,,,N,,"69,160.00","90,000.00",Year,,,
,San Francisco,Simmons & Ungar LLP,CALIFORNIA,,,A-10303-28890,10/30/2010,Denied,H-1B,UNITED STATES OF AMERICA,,5/15/2015,"6100 TENNYSON PKWY, SUITE 200",,PLANO,UNITED STATES OF AMERICA,Associate Lead - Global Immigration,INFOSYS TECHNOLOGIES LIMITED,91000,(469) 229-9489,,75024,TEXAS,1981,A,INDIA,MASON,Bachelor's,,COLLEGE OF ENGG,INSTRUMENTATION,45040,Y,Y,OHIO,A,N,1995,,,,,,,,,,N,,,N,Y,,,,N,,Y,"Math, Business, Commerce or related field",Y,"Project Manager, Software Engineer, Programmer/Analyst, IT Consultant/Professional, Systems Engineer",60,N,Bachelor's,,Y,60,Y,N,Y,Senior Systems Analyst,"Computer Science, Engineering field",N,,,Fremont,94555,CALIFORNIA,,,541511,Custom Computer Programming Services,,,,,,,N,Partner,"85,550.00",7/15/2009,7/1/2010,,Computer Systems Analysts,Level III,15-1051.00,Computer Systems Analysts,OES,,,Year,A,,,N,N,5/9/2010,,,,,5/24/2010,5/24/2010,,,Y,,,5/16/2010,Y,6/4/2010,5/3/2010,N,San Francisco Chronicle,San Francisco Chronicle,Y,,,,,,9/15/2010,9/27/2010,,,5/9/2010,5/24/2010,N,,,Y,,,,N,,"85,550.00","100,000.00",Year,,,
,San Francisco,Simmons & Ungar LLP,CALIFORNIA,,,A-10303-28891,10/30/2010,Denied,H-1B,INDIA,,10/15/2014,"6100 TENNYSON PKWY, SUITE 200",,PLANO,UNITED STATES OF AMERICA,Associate Lead - Global Immigration,INFOSYS TECHNOLOGIES LIMITED,91000,(469) 229-9489,,75024,TEXAS,1981,A,INDIA,ELLINGTON,Bachelor's,,"SGGS COLLEGE OF ENGINEERING & TECHNOLOGY, NANDED",ELECTRONICS ENGINEERING,6029,Y,Y,CONNECTICUT,A,N,1998,,,,,,,,,,N,,,N,Y,,,,N,,Y,"Math, Business, Commerce or related field",Y,"Project Manager, Software Engineer, Programmer/Analyst, IT Consultant/Professional, Systems Engineer",60,N,Bachelor's,,Y,60,Y,N,Y,Senior Systems Analyst,"Computer Science, Engineering field",N,,,Fremont,94555,CALIFORNIA,,,541511,Custom Computer Programming Services,,,,,,,N,Partner,"85,550.00",7/15/2009,7/1/2010,,Computer Systems Analysts,Level III,15-1051.00,Computer Systems Analysts,OES,,,Year,A,,,N,N,5/9/2010,,,,,5/24/2010,5/24/2010,,,Y,,,5/16/2010,Y,6/4/2010,5/3/2010,N,San Francisco Chronicle,San Francisco Chronicle,Y,,,,,,9/15/2010,9/27/2010,,,5/9/2010,5/24/2010,N,,,Y,,,,N,,"85,550.00","100,000.00",Year,,,
,San Francisco,Simmons & Ungar LLP,CALIFORNIA,,,A-10300-27977,10/27/2010,Denied,H-1B,INDIA,,10/14/2014,"6100 TENNYSON PKWY, SUITE 200",,PLANO,UNITED STATES OF AMERICA,Associate Lead - Global Immigration,INFOSYS TECHNOLOGIES LIMITED,91000,(469) 229-9489,,75024,TEXAS,1981,A,INDIA,WOONSOCKET,Bachelor's,,KARUNYA INSTITUTE OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION,2895,Y,Y,RHODE ISLAND,A,N,1997,,,,,,,,,,N,,,N,Y,,,,N,,Y,"Math, Business, Commerce or related field",Y,"Project Manager, Software Engineer, Programmer/Analyst, IT Consultant/Professional, Systems Engineer",60,N,Bachelor's,,Y,60,Y,N,Y,Senior Systems Analyst,"Computer Science, Engineering field",N,,,Fremont,94555,CALIFORNIA,,,541511,Custom Computer Programming Services,,,,,,,N,Partner,"85,550.00",7/15/2009,7/1/2010,,Computer Systems Analysts,Level III,15-1051.00,Computer Systems Analysts,OES,,,Year,A,,,N,N,5/9/2010,,,,,5/24/2010,5/24/2010,,,Y,,,5/16/2010,Y,6/4/2010,5/3/2010,N,San Francisco Chronicle,San Francisco Chronicle,Y,,,,,,9/15/2010,9/27/2010,,,5/9/2010,5/24/2010,N,,,Y,,,,N,,"85,550.00","100,000.00",Year,,,
,San Francisco,Simmons & Ungar LLP,CALIFORNIA,,,A-10300-28056,10/27/2010,Denied,H-1B,INDIA,,2/4/2015,"6100 TENNYSON PKWY, SUITE 200",,PLANO,UNITED STATES OF AMERICA,Associate Lead - Global Immigration,INFOSYS TECHNOLOGIES LIMITED,91000,(469) 229-9489,,75024,TEXAS,1981,A,INDIA,BELLEVUE,Master's,,UNIVERSITY OF MICHIGAN-DEARBORN,COMPUTER AND INFORMATION SCIENCE,98007,Y,Y,WASHINGTON,A,N,2004,,,,,,,,,,N,,,N,Y,,,,N,,Y,"Math, Business, Commerce or related field",Y,"Project Manager, Software Engineer, Programmer/Analyst, IT Consultant/Professional, Systems Engineer",60,N,Bachelor's,,Y,60,Y,N,Y,Senior Systems Analyst,"Computer Science, Engineering field",N,,,Fremont,94555,CALIFORNIA,,,541511,Custom Computer Programming Services,,,,,,,N,Partner,"85,550.00",7/15/2009,7/1/2010,,Computer Systems Analysts,Level III,15-1051.00,Computer Systems Analysts,OES,,,Year,A,,,N,N,5/9/2010,,,,,5/24/2010,5/24/2010,,,Y,,,5/16/2010,Y,6/4/2010,5/3/2010,N,San Francisco Chronicle,San Francisco Chronicle,Y,,,,,,9/15/2010,9/27/2010,,,5/9/2010,5/24/2010,N,,,Y,,,,N,,"85,550.00","100,000.00",Year,,,
,Maineville,"The Khosla Immigration Law Group, P.C.",OHIO,,,A-10350-39896,6/12/2014,Certified-Expired,H-1B,INDIA,,10/28/2014,2410 CAMINO RAMON,SUITE 280,SAN RAMON,UNITED STATES OF AMERICA,HR Manager,TEKFORCE-IT CORPORATION,37,925-866-8200,235,94583,CALIFORNIA,2003,A,INDIA,FREMONT,Bachelor's,,JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY,ELECTRONICS AND COMMUNICATION ENGINEERING,94536,A,A,CALIFORNIA,A,N,2005,,,,,,,,,,N,,,N,Y,,,,N,,Y,Computer Science,N,,,N,Bachelor's,,N,,Y,N,Y,Programmer Analyst I,Electronics and Communication Engineering,N,,,San Ramon,94583,CALIFORNIA,,,541511,Custom Computer Programming Services,,,,,,,N,Attorney at Law,"71,219.00",4/7/2014,7/6/2014,,Programmer Analyst I,Level I,15-1132,"Software Developers, Applications",OES,,P10014044109681,Year,A,,,N,N,1/19/2014,,,,,,,,,Y,,,1/26/2014,Y,3/15/2014,2/12/2014,N,San Francisco Chronicle,San Francisco Chronicle,Y,,,,,,,,1/27/2014,2/15/2014,1/16/2014,2/15/2014,N,4/25/2014,5/1/2014,Y,,,,N,,"71,250.00",,Year,,,
,San Francisco,Simmons & Ungar LLP,CALIFORNIA,,,A-10300-28152,10/27/2010,Denied,H-1B,INDIA,,5/15/2015,"6100 TENNYSON PKWY, SUITE 200",,PLANO,UNITED STATES OF AMERICA,Associate Lead - Global Immigration,INFOSYS TECHNOLOGIES LIMITED,91000,(469) 229-9489,,75024,TEXAS,1981,A,INDIA,PASSAIC,Bachelor's,,REGIONAL ENGINEERING COLLEGE (NOW RENAMED AS NATIONAL INSTITUTE OF TECHNOLOGY),INSTRUMENTATION AND CONTROL ENGINEERING,7055,Y,Y,NEW JERSEY,A,N,2002,,,,,,,,,,N,,,N,Y,,2,Other,Y,Will accept 3 year post-secondary degree/program & 2 yrs of experience,Y,"Math, Business, Commerce or related field",Y,"Project Manager, Software Engineer, Programmer/Analyst, IT Consultant/Professional, Systems Engineer",24,N,Bachelor's,,Y,24,Y,N,Y,Systems Analyst,"Computer Science, Engineering field",N,,,Fremont,94555,CALIFORNIA,,,541511,Custom Computer Programming Services,,,,,,,N,Partner,"69,160.00",7/15/2009,7/1/2010,,Computer Systems Analysts,Level II,15-1051.00,Computer Systems Analysts,OES,,,Year,A,,,N,N,5/9/2010,,,,,5/24/2010,5/24/2010,,,Y,,,5/16/2010,Y,6/4/2010,5/3/2010,N,San Francisco Chronicle,San Francisco Chronicle,Y,,,,,,9/15/2010,9/27/2010,,,5/9/2010,5/24/2010,N,,,Y,,,,N,,"69,160.00","90,000.00",Year,,,
,San Francisco,Simmons & Ungar LLP,CALIFORNIA,,,A-10302-28640,10/29/2010,Denied,H-1B,INDIA,,5/15/2015,"6100 TENNYSON PKWY, SUITE 200",,PLANO,UNITED STATES OF AMERICA,Associate Lead - Global Immigration,INFOSYS TECHNOLOGIES LIMITED,91000,(469) 229-9489,,75024,TEXAS,1981,A,INDIA,WOONSOCKET,Bachelor's,,KONGU ENGINEERING COLLEGE,INFORMATION TECHNOLOGY,2895,Y,Y,RHODE ISLAND,A,N,2002,,,,,,,,,,N,,,N,Y,,2,Other,Y,Will accept 3 year post-secondary degree/program & 2 yrs of experience,Y,"Math, Business, Commerce or related field",Y,"Project Manager, Software Engineer, Programmer/Analyst, IT Consultant/Professional, Systems Engineer",24,N,Bachelor's,,Y,24,Y,N,Y,Systems Analyst,"Computer Science, Engineering field",N,,,Fremont,94555,CALIFORNIA,,,541511,Custom Computer Programming Services,,,,,,,N,Partner,"69,160.00",7/15/2009,7/1/2010,,Computer Systems Analysts,Level II,15-1051.00,Computer Systems Analysts,OES,,,Year,A,,,N,N,5/9/2010,,,,,5/24/2010,5/24/2010,,,Y,,,5/16/2010,Y,6/4/2010,5/3/2010,N,San Francisco Chronicle,San Francisco Chronicle,Y,,,,,,9/15/2010,9/27/2010,,,5/9/2010,5/24/2010,N,,,Y,,,,N,,"69,160.00","90,000.00",Year,,,
,San Francisco,Simmons & Ungar LLP,CALIFORNIA,,,A-10302-28713,10/29/2010,Denied,H-1B,INDIA,,12/3/2014,"6100 TENNYSON PKWY, SUITE 200",,PLANO,UNITED STATES OF AMERICA,Associate Lead - Global Immigration,INFOSYS TECHNOLOGIES LIMITED,91000,(469) 229-9489,,75024,TEXAS,1981,A,INDIA,HILLSBORO,Bachelor's,,ANNAMACHARYA INSTITUTE OF SCIENCE AND TECHNOLOGY,COMPUER SCIENCE,97124,Y,Y,OREGON,A,N,2003,,,,,,,,,,N,,,N,Y,,2,Other,Y,Will accept 3 year post-secondary degree/program & 2 yrs of experience,Y,"Math, Business, Commerce or related field",Y,"Project Manager, Software Engineer, Programmer/Analyst, IT Consultant/Professional, Systems Engineer",24,N,Bachelor's,,Y,24,Y,N,Y,Systems Analyst,"Computer Science, Engineering field",N,,,Fremont,94555,CALIFORNIA,,,541511,Custom Computer Programming Services,,,,,,,N,Partner,"69,160.00",7/15/2009,7/1/2010,,Computer Systems Analysts,Level II,15-1051.00,Computer Systems Analysts,OES,,,Year,A,,,N,N,5/9/2010,,,,,5/24/2010,5/24/2010,,,Y,,,5/16/2010,Y,6/4/2010,5/3/2010,N,San Francisco Chronicle,San Francisco Chronicle,Y,,,,,,9/15/2010,9/27/2010,,,5/9/2010,5/24/2010,N,,,Y,,,,N,,"69,160.00","90,000.00",Year,,,
,San Francisco,Simmons & Ungar LLP,CALIFORNIA,,,A-10302-28738,10/29/2010,Denied,H-1B,INDIA,,2/4/2015,"6100 TENNYSON PKWY, SUITE 200",,PLANO,UNITED STATES OF AMERICA,Associate Lead - Global Immigration,INFOSYS TECHNOLOGIES LIMITED,91000,(469) 229-9489,,75024,TEXAS,1981,A,INDIA,DES PLAINES,Bachelor's,,PARSHVANATH COLLEGE OF ENGINEERING,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,60016,Y,Y,ILLINOIS,A,N,2002,,,,,,,,,,N,,,N,Y,,2,Other,Y,Will accept 3 year post-secondary degree/program & 2 yrs of experience,Y,"Math, Business, Commerce or related field",Y,"Project Manager, Software Engineer, Programmer/Analyst, IT Consultant/Professional, Systems Engineer",24,N,Bachelor's,,Y,24,Y,N,Y,Systems Analyst,"Computer Science, Engineering field",N,,,Fremont,94555,CALIFORNIA,,,541511,Custom Computer Programming Services,,,,,,,N,Partner,"69,160.00",7/15/2009,7/1/2010,,Computer Systems Analysts,Level II,15-1051.00,Computer Systems Analysts,OES,,,Year,A,,,N,N,5/9/2010,,,,,5/24/2010,5/24/2010,,,Y,,,5/16/2010,Y,6/4/2010,5/3/2010,N,San Francisco Chronicle,San Francisco Chronicle,Y,,,,,,9/15/2010,9/27/2010,,,5/9/2010,5/24/2010,N,,,Y,,,,N,,"69,160.00","90,000.00",Year,,,
